Date,Service,Resource,Duration,Status Code,Complete Trace,Type,Version,grpc.status.metadata.providedFields,Maven user id,payload_size,url,@url,URL,Git Repository URL
"2023-12-05T06:10:37.721Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""562.81ms""","""200""","true","""web""","""a4227edc5c32140b6f3f8191de11aa5a16470c0f""",,"907865",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=342490,56,839262&start_at=2023-12-05+06:10:36&end_at=2023-12-05+23:59:59""",
"2023-12-05T06:08:31.935Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""484.2ms""","""200""","true","""web""","""a4227edc5c32140b6f3f8191de11aa5a16470c0f""",,"907834",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-05+06:08:31&end_at=2023-12-05+23:59:59""",
"2023-12-05T05:22:02.174Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""494.35ms""","""200""","true","""web""","""2cc07e9f5615ac82d3b29d2fe96c864e1e845752""",,"907243",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-05+05:22:01&end_at=2023-12-05+23:59:59""",
"2023-12-05T04:52:16.760Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""538.78ms""","""200""","true","""web""","""6623ec9e2552e3bde58e3f6091ba8d9dbd2f9676""",,"907205",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-05+04:52:16&end_at=2023-12-05+23:59:59""",
"2023-12-05T04:52:03.799Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""554.81ms""","""200""","true","""web""","""6623ec9e2552e3bde58e3f6091ba8d9dbd2f9676""",,"907202",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=342490,56,839262&start_at=2023-12-05+04:52:03&end_at=2023-12-05+23:59:59""",
"2023-12-05T04:50:41.439Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""609.54ms""","""200""","true","""web""","""6623ec9e2552e3bde58e3f6091ba8d9dbd2f9676""",,"907166",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-05+04:50:40&end_at=2023-12-05+23:59:59""",
"2023-12-05T03:48:05.293Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""503.57ms""","""200""","true","""web""","""9714925676d3d7d923dc513200176f7f2cd684da""",,"906811",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-05+03:48:04&end_at=2023-12-05+23:59:59""",
"2023-12-05T03:30:06.497Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""417.48ms""","""200""","true","""web""","""9714925676d3d7d923dc513200176f7f2cd684da""",,"906339",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=342490,56,839262&start_at=2023-12-05+03:30:05&end_at=2023-12-05+23:59:59""",
"2023-12-05T03:19:17.027Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""1496.17ms""","""200""","true","""web""","""9899c9226d4317709bef623eca9edb024a4132e4""",,"906155",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-05+03:19:15&end_at=2023-12-05+23:59:59""",
"2023-12-05T00:56:27.151Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""771.76ms""","""200""","true","""web""","""d4aa60a7e05889d947ad9f1cb43f0ceb449ae48e""",,"905833",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-05+00:56:26&end_at=2023-12-05+23:59:59""",
"2023-12-05T00:50:20.156Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""2.54s""","""200""","true","""web""","""d4aa60a7e05889d947ad9f1cb43f0ceb449ae48e""",,"905714",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-05+00:50:17&end_at=2023-12-05+23:59:59""",
"2023-12-05T00:33:58.574Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""371.8ms""","""200""","true","""web""","""d4aa60a7e05889d947ad9f1cb43f0ceb449ae48e""",,"804193",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-05+00:33:58&end_at=2023-12-05+07:59:59""",
"2023-12-04T23:00:07.396Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""531.55ms""","""200""","true","""web""","""7483ddce50c1d5947f6223ec0d70360073086068""",,"905157",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=342490,56,839262&start_at=2023-12-04+23:00:06&end_at=2023-12-04+23:59:59""",
"2023-12-04T22:59:53.887Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""524.59ms""","""200""","true","""web""","""7483ddce50c1d5947f6223ec0d70360073086068""",,"905152",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+22:59:53&end_at=2023-12-04+23:59:59""",
"2023-12-04T22:40:15.675Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""309.89ms""","""200""","true","""web""","""7483ddce50c1d5947f6223ec0d70360073086068""",,"904827",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+22:40:15&end_at=2023-12-04+23:59:59""",
"2023-12-04T22:39:38.441Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""357.39ms""","""200""","true","""web""","""7483ddce50c1d5947f6223ec0d70360073086068""",,"904815",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-04+22:39:37&end_at=2023-12-04+23:59:59""",
"2023-12-04T22:28:10.185Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""554.17ms""","""200""","true","""web""","""7483ddce50c1d5947f6223ec0d70360073086068""",,"904579",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+22:28:09&end_at=2023-12-04+23:59:59""",
"2023-12-04T20:00:56.188Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""483.85ms""","""200""","true","""web""","""478fa39715fb0e8e7fa8ee8d95c84a458f24071c""",,"904478",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-04+20:00:55&end_at=2023-12-04+23:59:59""",
"2023-12-04T19:48:34.711Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""2.3s""","""200""","true","""web""","""478fa39715fb0e8e7fa8ee8d95c84a458f24071c""",,"904228",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+19:48:32&end_at=2023-12-04+23:59:59""",
"2023-12-04T18:50:35.976Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""274.3ms""","""200""","true","""web""","""df58c76f814df3c2876b9487c64eb8e96a9d9b5c""",,"904221",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-04+18:50:35&end_at=2023-12-05+04:59:59""",
"2023-12-04T16:32:30.293Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""358.47ms""","""200""","true","""web""","""3dd618bac85321f5fedc93c31e8fd80898616743""",,"903869",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-04+16:32:29&end_at=2023-12-04+23:59:59""",
"2023-12-04T16:31:28.022Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""228.66ms""","""200""","true","""web""","""3dd618bac85321f5fedc93c31e8fd80898616743""",,"903858",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=342490,56,839262&start_at=2023-12-04+16:31:27&end_at=2023-12-04+23:59:59""",
"2023-12-04T16:21:21.707Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""1048.94ms""","""200""","true","""web""","""3dd618bac85321f5fedc93c31e8fd80898616743""",,"903669",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+16:21:20&end_at=2023-12-04+23:59:59""",
"2023-12-04T14:30:09.583Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""1962.92ms""","""200""","true","""web""","""6fc8a593cd5143eb6b76e0f5583b94f1eac21575""",,"903344",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+14:30:07&end_at=2023-12-04+23:59:59""",
"2023-12-04T06:32:02.975Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""367.51ms""","""200""","true","""web""","""e0e1a68f429a692e2a06f3faeefe4749a100293e""",,"902831",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+06:32:02&end_at=2023-12-04+23:59:59""",
"2023-12-04T06:32:01.364Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""380.3ms""","""200""","true","""web""","""e0e1a68f429a692e2a06f3faeefe4749a100293e""",,"902830",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,839262&start_at=2023-12-04+06:32:00&end_at=2023-12-04+23:59:59""",
"2023-12-04T06:31:45.857Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""322.1ms""","""200""","true","""web""","""e0e1a68f429a692e2a06f3faeefe4749a100293e""",,"902828",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=342490,56,839262&start_at=2023-12-04+06:31:45&end_at=2023-12-04+23:59:59""",
"2023-12-04T06:31:32.617Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""439.26ms""","""200""","true","""web""","""e0e1a68f429a692e2a06f3faeefe4749a100293e""",,"902827",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,839262&start_at=2023-12-04+06:31:32&end_at=2023-12-04+23:59:59""",
"2023-12-04T04:59:03.143Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""651.6ms""","""200""","true","""web""","""062e4d0afcbb5a5bc0f206b1f84ffd5f296bcd30""",,"902536",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,827894,827895,839262&start_at=2023-12-04+04:59:02&end_at=2023-12-04+23:59:59""",
"2023-12-04T04:58:47.724Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""422.33ms""","""200""","true","""web""","""062e4d0afcbb5a5bc0f206b1f84ffd5f296bcd30""",,"902535",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,827894,827895,839262&start_at=2023-12-04+04:58:47&end_at=2023-12-04+23:59:59""",
"2023-12-04T04:48:50.063Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""2.08s""","""200""","true","""web""","""062e4d0afcbb5a5bc0f206b1f84ffd5f296bcd30""",,"902369",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,827894,827895,839262&start_at=2023-12-04+04:48:47&end_at=2023-12-04+23:59:59""",
"2023-12-04T03:37:00.438Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""472.48ms""","""200""","true","""web""","""1a580f054e45f37282c0a05e8f61f1f2e54efad9""",,"902210",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=342490,56,827894,827895,839262&start_at=2023-12-04+03:36:59&end_at=2023-12-04+23:59:59""",
"2023-12-04T03:36:00.962Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""411.72ms""","""200""","true","""web""","""1a580f054e45f37282c0a05e8f61f1f2e54efad9""",,"902203",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,827894,827895,839262&start_at=2023-12-04+03:36:00&end_at=2023-12-04+23:59:59""",
"2023-12-04T03:33:01.190Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""861.17ms""","""200""","true","""web""","""1a580f054e45f37282c0a05e8f61f1f2e54efad9""",,"902175",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,827894,827895,839262&start_at=2023-12-04+03:33:00&end_at=2023-12-04+23:59:59""",
"2023-12-04T03:32:34.885Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""647.01ms""","""200""","true","""web""","""1a580f054e45f37282c0a05e8f61f1f2e54efad9""",,"902174",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,827894,827895,839262&start_at=2023-12-04+03:32:34&end_at=2023-12-04+23:59:59""",
"2023-12-04T03:22:02.269Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""484.87ms""","""200""","true","""web""","""1a580f054e45f37282c0a05e8f61f1f2e54efad9""",,"902100",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,827894,827895,839262&start_at=2023-12-04+03:22:01&end_at=2023-12-04+23:59:59""",
"2023-12-04T03:15:15.462Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""456.64ms""","""200""","true","""web""","""1a580f054e45f37282c0a05e8f61f1f2e54efad9""",,"902064",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,56,827894,827895,839262&start_at=2023-12-04+03:15:14&end_at=2023-12-04+23:59:59""",
"2023-12-04T03:12:09.789Z","""api""","""GET /api/v1/care_advocates/pooled_availability""","""464.65ms""","""200""","true","""web""","""1a580f054e45f37282c0a05e8f61f1f2e54efad9""",,"902036",,,,"""http://api.default.svc.cluster.local/api/v1/care_advocates/pooled_availability?ca_ids=231709,342490,56,827894,827895,839262&start_at=2023-12-04+03:12:09&end_at=2023-12-04+23:59:59""",
